bioproject_accession	biosample_accession	env_broad_scale	env_local_scale	env_medium
PRJEB62460	SAMEA113600105	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600106	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600107	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600108	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600109	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600110	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600111	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600112	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600113	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600114	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600115	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600116	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600117	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600118	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600119	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600120	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600121	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600122	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600123	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600124	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600125	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600126	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600127	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600128	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600129	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600130	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600131	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600132	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600133	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600134	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600135	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600136	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600137	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600138	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600139	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600140	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600141	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600142	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600143	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600144	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600145	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600146	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600147	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600148	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600149	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600150	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600151	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600152	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600153	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600154	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600155	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600156	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600157	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600158	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600159	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600160	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600161	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600162	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600163	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600164	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600165	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600166	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600167	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600168	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600169	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600170	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600171	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600172	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600173	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600174	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600175	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600176	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600177	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600178	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600179	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600180	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600181	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600182	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600183	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600184	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600185	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600186	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600187	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600188	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600189	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600190	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600191	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600192	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600193	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600194	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600195	dense settlement biome	research facility	sebum
PRJEB62460	SAMEA113600196	urban biome	research facility	soil
PRJEB62460	SAMEA113600197	urban biome	research facility	soil
PRJEB62460	SAMEA113600198	urban biome	research facility	soil
PRJEB62460	SAMEA113600199	urban biome	research facility	soil
PRJEB62460	SAMEA113600200	urban biome	research facility	soil
PRJEB62460	SAMEA113600201	urban biome	research facility	soil
PRJEB62460	SAMEA113600202	urban biome	research facility	soil
PRJEB62460	SAMEA113600203	urban biome	research facility	soil
PRJEB62460	SAMEA113600204	urban biome	research facility	soil
PRJEB62460	SAMEA113600205	urban biome	research facility	soil
PRJEB62460	SAMEA113600206	urban biome	research facility	soil
PRJEB62460	SAMEA113600207	urban biome	research facility	soil
PRJEB62460	SAMEA113600208	urban biome	research facility	soil
PRJEB62460	SAMEA113600209	urban biome	research facility	soil
PRJEB62460	SAMEA113600210	urban biome	research facility	soil
PRJEB62460	SAMEA113600211	urban biome	research facility	soil
PRJEB62460	SAMEA113600212	urban biome	research facility	soil
PRJEB62460	SAMEA113600213	urban biome	research facility	soil
PRJEB62460	SAMEA113600214	urban biome	research facility	soil
PRJEB62460	SAMEA113600215	urban biome	research facility	soil
PRJEB62460	SAMEA113600216	urban biome	research facility	soil
PRJEB62460	SAMEA113600217	urban biome	research facility	soil
PRJEB62460	SAMEA113600218	urban biome	research facility	soil
PRJEB62460	SAMEA113600219	urban biome	research facility	soil
PRJEB62460	SAMEA113600220	urban biome	research facility	soil
PRJEB62460	SAMEA113600221	urban biome	research facility	soil
PRJEB62460	SAMEA113600222	urban biome	research facility	soil
PRJEB62460	SAMEA113600223	urban biome	research facility	soil
PRJEB62460	SAMEA113600224	urban biome	research facility	soil
PRJEB62460	SAMEA113600225	urban biome	research facility	soil
PRJEB62460	SAMEA113600226	urban biome	research facility	soil
PRJEB62460	SAMEA113600227	urban biome	research facility	soil
PRJEB62460	SAMEA113600228	urban biome	research facility	soil
PRJEB62460	SAMEA113600229	urban biome	research facility	soil
PRJEB62460	SAMEA113600230	urban biome	research facility	soil
PRJEB62460	SAMEA113600231	urban biome	research facility	soil
PRJEB62460	SAMEA113600232	urban biome	research facility	soil
PRJEB62460	SAMEA113600233	urban biome	research facility	soil
PRJEB62460	SAMEA113600234	urban biome	research facility	soil
PRJEB62460	SAMEA113600235	urban biome	research facility	soil
PRJEB62460	SAMEA113600236	urban biome	research facility	soil
PRJEB62460	SAMEA113600237	urban biome	research facility	soil
PRJEB62460	SAMEA113600238	urban biome	research facility	soil
PRJEB62460	SAMEA113600239	urban biome	research facility	soil
PRJEB62460	SAMEA113600240	urban biome	research facility	soil
PRJEB62460	SAMEA113600241	urban biome	research facility	soil
PRJEB62460	SAMEA113600242	urban biome	research facility	soil
PRJEB62460	SAMEA113600243	urban biome	research facility	soil
PRJEB62460	SAMEA113600244	urban biome	research facility	soil
PRJEB62460	SAMEA113600245	urban biome	research facility	soil
PRJEB62460	SAMEA113600246	urban biome	research facility	soil
PRJEB62460	SAMEA113600247	urban biome	research facility	soil
PRJEB62460	SAMEA113600248	urban biome	research facility	soil
PRJEB62460	SAMEA113600249	urban biome	research facility	soil
PRJEB62460	SAMEA113600250	urban biome	research facility	soil
PRJEB62460	SAMEA113600251	urban biome	research facility	soil
PRJEB62460	SAMEA113600252	urban biome	research facility	soil
PRJEB62460	SAMEA113600253	urban biome	research facility	soil
PRJEB62460	SAMEA113600254	urban biome	research facility	soil
PRJEB62460	SAMEA113600255	urban biome	research facility	soil
PRJEB62460	SAMEA113600256	urban biome	research facility	soil
PRJEB62460	SAMEA113600257	urban biome	research facility	soil
PRJEB62460	SAMEA113600258	urban biome	research facility	soil
PRJEB62460	SAMEA113600259	urban biome	research facility	soil
PRJEB62460	SAMEA113600260	urban biome	research facility	soil
PRJEB62460	SAMEA113600261	urban biome	research facility	soil
PRJEB62460	SAMEA113600262	urban biome	research facility	soil
PRJEB62460	SAMEA113600263	urban biome	research facility	soil
PRJEB62460	SAMEA113600264	urban biome	research facility	soil
PRJEB62460	SAMEA113600265	urban biome	research facility	soil
PRJEB62460	SAMEA113600266	urban biome	research facility	soil
PRJEB62460	SAMEA113600267	urban biome	research facility	soil
PRJEB62460	SAMEA113600268	urban biome	research facility	soil
PRJEB62460	SAMEA113600269	urban biome	research facility	soil
PRJEB62460	SAMEA113600270	urban biome	research facility	soil
PRJEB62460	SAMEA113600271	urban biome	research facility	soil
PRJEB62460	SAMEA113600272	urban biome	research facility	soil
PRJEB62460	SAMEA113600273	urban biome	research facility	soil
PRJEB62460	SAMEA113600274	urban biome	research facility	soil
PRJEB62460	SAMEA113600275	urban biome	research facility	soil
PRJEB62460	SAMEA113600276	urban biome	research facility	soil
PRJEB62460	SAMEA113600277	urban biome	research facility	soil
PRJEB62460	SAMEA113600278	urban biome	research facility	soil
PRJEB62460	SAMEA113600279	urban biome	research facility	soil
PRJEB62460	SAMEA113600280	urban biome	research facility	soil
PRJEB62460	SAMEA113600281	urban biome	research facility	soil
PRJEB62460	SAMEA113600282	urban biome	research facility	soil
PRJEB62460	SAMEA113600283	urban biome	research facility	soil
PRJEB62460	SAMEA113600284	urban biome	research facility	soil
PRJEB62460	SAMEA113600285	urban biome	research facility	soil
PRJEB62460	SAMEA113600286	urban biome	research facility	soil
PRJEB62460	SAMEA113600287	urban biome	research facility	soil
PRJEB62460	SAMEA113600288	urban biome	research facility	soil
PRJEB62460	SAMEA113600289	urban biome	research facility	soil
PRJEB62460	SAMEA113600290	urban biome	research facility	soil
PRJEB62460	SAMEA113600291	urban biome	research facility	soil
PRJEB62460	SAMEA113600292	urban biome	research facility	soil
PRJEB62460	SAMEA113600293	urban biome	research facility	soil
PRJEB62460	SAMEA113600294	urban biome	research facility	soil
PRJEB62460	SAMEA113600295	urban biome	research facility	soil
PRJEB62460	SAMEA113600296	urban biome	research facility	soil
PRJEB62460	SAMEA113600297	urban biome	research facility	soil
PRJEB62460	SAMEA113600298	urban biome	research facility	soil
PRJEB62460	SAMEA113600299	urban biome	research facility	soil
PRJEB62460	SAMEA113600300	urban biome	research facility	soil
PRJEB62460	SAMEA113600301	urban biome	research facility	soil
PRJEB62460	SAMEA113600302	urban biome	research facility	soil
PRJEB62460	SAMEA113600303	urban biome	research facility	soil
PRJEB62460	SAMEA113600304	urban biome	research facility	soil
PRJEB62460	SAMEA113600305	urban biome	research facility	soil
PRJEB62460	SAMEA113600306	urban biome	research facility	soil
PRJEB62460	SAMEA113600307	urban biome	research facility	soil
PRJEB62460	SAMEA113600308	urban biome	research facility	soil
PRJEB62460	SAMEA113600309	urban biome	research facility	soil
PRJEB62460	SAMEA113600310	urban biome	research facility	soil
PRJEB62460	SAMEA113600311	urban biome	research facility	soil
PRJEB62460	SAMEA113600312	urban biome	research facility	soil
PRJEB62460	SAMEA113600313	urban biome	research facility	soil
PRJEB62460	SAMEA113600314	urban biome	research facility	soil
PRJEB62460	SAMEA113600315	urban biome	research facility	soil
PRJEB62460	SAMEA113600316	urban biome	research facility	soil
PRJEB62460	SAMEA113600317	urban biome	research facility	soil
PRJEB62460	SAMEA113600318	urban biome	research facility	soil
PRJEB62460	SAMEA113600319	urban biome	research facility	soil
PRJEB62460	SAMEA113600320	urban biome	research facility	soil
PRJEB62460	SAMEA113600321	urban biome	research facility	soil
PRJEB62460	SAMEA113600322	urban biome	research facility	soil
PRJEB62460	SAMEA113600323	urban biome	research facility	soil
PRJEB62460	SAMEA113600324	urban biome	research facility	soil
